
T2174 018:100 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 41 (0000ms, 0924ms total)
T2174 018:209 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 018:320 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 018:416 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 41 (0000ms, 0924ms total)
T2174 018:527 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 018:637 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 41 (0000ms, 0924ms total)
T2174 018:747 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 018:857 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 41 (0000ms, 0924ms total)
T2174 018:968 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 019:077 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 019:188 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 41 (0000ms, 0924ms total)
T2174 019:297 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 019:407 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 41 (0000ms, 0924ms total)
T2174 019:516 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 019:625 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 019:735 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 41 (0000ms, 0924ms total)
T2174 019:845 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 019:957 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 41 (0000ms, 0924ms total)
T2174 020:066 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 020:174 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 41 (0000ms, 0924ms total)
T2174 020:286 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 020:397 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 020:509 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 41 (0000ms, 0924ms total)
T2174 020:618 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 020:727 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 41 (0000ms, 0924ms total)
T2174 020:837 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 020:947 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 258 (0000ms, 0924ms total)
T2174 021:056 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 021:181 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 021:275 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 021:385 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 021:495 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 021:605 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 021:716 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 021:825 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 021:933 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 022:043 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 37 (0000ms, 0924ms total)
T2174 022:155 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 022:265 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 022:376 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 022:485 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 022:596 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 022:707 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 022:817 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 56 (0000ms, 0924ms total)
T2174 022:926 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
T2174 023:037 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 37 (0000ms, 0924ms total)
T2174 023:146 JLINK_RTTERMINAL_Read(BufferIndex = 0, BufferSize = 0x00000400)  returns 0 (0000ms, 0924ms total)
